id_mgs	ERS848618	ERS848619	ERS848620	ERS848621	ERS848622	ERS848623	ERS848624	ERS848625	ERS848626	ERS848627	ERS848628	ERS848629	ERS848630	ERS848631	ERS848632	ERS848633	ERS848634	ERS848635	ERS848636	ERS848637	ERS848638	ERS848639	ERS848640	ERS848641	ERS848642	ERS848643	ERS848644	ERS848645	ERS848646	ERS848647	ERS848648	ERS848649	ERS848650	ERS848651	ERS848652	ERS848653	ERS848654	ERS848655	ERS848656	ERS848657	ERS848658	ERS848659	ERS848660	ERS848661	ERS848662	ERS848663	ERS848664	ERS848665	ERS848666	ERS848667	ERS848668	ERS848669	ERS848670	ERS848671	ERS848672	ERS848673	ERS848674	ERS848675	ERS848676	ERS848677	ERS848678	ERS848679	ERS848680	ERS848681	ERS848682	ERS848683	ERS848684	ERS848685	ERS848686	ERS848687	ERS848688	ERS848689	ERS848690	ERS848691	ERS848692	ERS848693	ERS848694	ERS848695	ERS848696	ERS848697	ERS848698	ERS848699	ERS848700	ERS848701	ERS848702	ERS848703	ERS848704	ERS848705	ERS848706	ERS848707	ERS848708	ERS848709	ERS848710	ERS848711	ERS848712	ERS848713	ERS848714	ERS848715	ERS848716	ERS848717	ERS848718	ERS848719	ERS848720	ERS848721	ERS848722	ERS848723	ERS848724	ERS848725	ERS848726	ERS848727	ERS848728	ERS848729	ERS848730	ERS848731	ERS848732	ERS848733	ERS848734	ERS848735	ERS848736	ERS848737	ERS848738	ERS848739	ERS848740	ERS848741	ERS848742	ERS848743	ERS848744	ERS848745
"msp_0488"	0	1.75407832634815e-09	0	0	0	2.68733460279032e-08	0	1.53590129097816e-06	1.07180361513219e-09	3.38706210269087e-08	1.32678780936265e-09	0	5.90352042300572e-08	1.105152882447e-09	0	0	3.93965609550326e-07	2.41574307277034e-09	0	0	1.03919652852452e-06	0	0	1.3095127325981e-09	8.75284307488344e-10	0	0	0	0	0	2.52402722521737e-08	0	0	0	0	0	0	0	0	0	9.64864100433472e-08	1.32523729809583e-07	0	5.21806595950599e-08	1.66996071137198e-06	0	0	0	0	0	0	1.71301164760497e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	3.02516081923551e-07	2.19937754797427e-07	0	0	0	1.77736427579313e-07	4.41301376658116e-08	0	0	0	0	0	1.89469232452913e-08	0	0	4.66742702230434e-08	0	0	0	0	0	0	0	0	0	0	7.46835538179668e-08	0	1.54993278271858e-07	0	4.62692530878113e-08	0	1.49806346270582e-08	3.21747024728145e-06	0	0	4.99896683542649e-08	0	0	0	0	0	3.38766736370496e-07	0	0	0	0	0	0	0	5.30617624201072e-07	0	0	0	0	0	0	0	0	0	6.01152862241144e-08	0	0
"msp_0489"	0	0	0	0	0	0	0	0	0	0	0	0	0	3.233366635806e-08	0	0	0	0	0	0	0	0	0	1.1555780507685e-08	0	0	0	0	0	0	3.40529458225969e-07	0	0	0	0	0	4.73928962829223e-08	2.06567819771082e-08	0	0	4.14070549729278e-09	0	7.86060572415653e-09	0	4.09354469902078e-08	0	0	0	0	0	5.61934059146973e-09	0	0	0	1.52614735805448e-07	0	0	3.53735254767127e-07	0	0	2.84469266019976e-08	2.553692086895e-08	0	0	2.76106720930028e-09	0	1.16390742214592e-08	3.93752439389638e-08	0	0	0	5.52806715654123e-08	8.15983199927553e-07	0	5.53738609205198e-07	0	0	0	0	0	6.88469790321224e-09	0	0	0	0	0	0	3.99088515932945e-09	8.40988389719959e-08	0	0	2.78864921353094e-09	1.47689890025281e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.67475050158408e-08	0	1.31389421791665e-07	0	0	0	0	0	0	1.24760166539482e-09	0	0	2.40759514240337e-08	7.44143859651515e-06	1.9319934903526e-09	5.07926985825582e-08	0	0
"msp_0490"	1.1163578765275e-06	0	7.22227781948809e-08	0	0	0	0	0	9.76463863281247e-09	0	2.28018323099471e-09	3.46013627634893e-07	1.9983590345258e-09	0	0	2.39276846342595e-09	0	0	3.37552018797149e-09	0	2.93519883507039e-09	0	0	0	2.5418237644741e-09	0	0	2.38860914379457e-09	0	0	5.05162927931751e-09	0	0	1.59706212841528e-09	0	0	0	5.36608948717907e-09	0	0	3.99618215877307e-07	0	0	0	1.21621678037588e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.51884391557292e-08	0	4.38923932877434e-07	3.67210234336553e-07	1.50705083782998e-08	0	0	1.33877294302257e-06	0	2.32992659101949e-06	0	1.38167678477061e-06	0	2.7017654758896e-08	0	0	0	0	0	0	5.46314859965063e-06	2.63741159183028e-06	4.92804618865593e-06	0	0	0	7.48423843912695e-07	3.76787126980463e-07	1.09724361706418e-07	0	0	2.03107394207053e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.84053881213225e-06	9.93258673779732e-07	1.39444816539466e-08	4.17183812034440e-09	2.45787359661093e-09	0	2.76159293725232e-09	0	0	0	0	0	0	0	8.71003057192778e-08	6.88514591628985e-06	2.68428540321826e-07	1.97085511813932e-06	0
"msp_0491"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0492"	0	0	0	0	0	0	0	3.22573491273911e-09	0	0	0	0	0	0	0	2.29512109897744e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96753329260913e-08	0	2.44102334667947e-08	0	0	1.42280563462198e-07	1.24896903837291e-08	0	0	0	3.92793339135015e-09	0	0	2.05692605346563e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.62295020929862e-08	2.95183367754389e-09	2.62907700826745e-09	0	0	0	1.19309622600833e-08	0	0	0	0	0	5.43536853892117e-09	0	0	0	0	7.18488196227055e-09	0	0	0	9.63147574826183e-09	0	3.05386660239768e-09	0	0	0	0	0	0	5.07726074237128e-09	0	0	0	0	0	0	0	0	1.25498069246422e-08	0	0	0	2.64596540218403e-07	0	0	0	0	3.87569986019083e-09	7.65758628647206e-08	0	0	5.65435603967406e-09	1.95429485035271e-06	0	5.06407937824053e-09	0	0	0	0	0	4.46328641485434e-09	0	0	3.88465640357713e-09	0	0	0
"msp_0493"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0494"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0495"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7518554604521e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0496"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.58167002727333e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.56891868030104e-07	0	0	0	0	0	0	0	0	0	0	0	0	2.09798094391866e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.55207919493075e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0497"	3.62341331815609e-09	0	0	0	0	0	8.24742221336573e-09	4.19280192469569e-09	0	0	0	0	8.92419900873933e-09	0	0	0	0	0	0	0	0	0	0	0	0	4.79758446387899e-08	0	0	1.81945936473682e-08	0	0	3.50193461399747e-09	0	0	0	0	3.90984974980561e-09	0	1.75667483773177e-09	0	0	4.13173940364852e-09	1.28366301576866e-09	0	1.28977977751111e-08	0	1.0404358345067e-08	2.78726453802062e-09	8.91550398799225e-09	0	0	0	0	0	0	2.37620439367992e-09	0	0	1.07964977592144e-09	0	2.17489795380665e-08	0	0	0	0	0	0	1.85302648128866e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.64355249449152e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48523272752092e-08	8.53702280303892e-09	0	0	0	3.25097619821575e-08	1.53698648844581e-09	0	0	0	0	0	2.96545160965586e-09	2.03285312565502e-08	2.71374548000524e-08	0	7.78035506208750e-09	9.01841375238647e-09	0	7.86434840058136e-09
"msp_0498"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.37639299280828e-08	1.51891655865847e-08	0	0	0	0	8.23358067374062e-08	0	0	0	0	0	0	0	0	0	0	0
"msp_0499"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0500"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20012790950701e-08	2.34253130897134e-08	8.15651038196177e-09	0	0	6.08367319724905e-10	2.31491713235875e-09	0	0	0	0	1.00421351265669e-06	6.32658466870276e-07	1.49404500734872e-09	0	0	0	0	1.12404225034113e-07	5.20554282563516e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16815941154534e-07	0	0	1.38417755802149e-09	0	0	0	0	0	0	0	0	0	0	2.42843869375108e-07	0	3.92340961361955e-08	0	2.85073992742138e-09	0	0	0	2.62003656585575e-08	0	0	0	0	0	0	0	0	0	0	0	5.22863610272415e-07	0	5.34405017074216e-08	0	0	0	2.4000511334896e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0501"	0	0	0	0	0	0	0	1.96865632447222e-08	0	0	0	0	0	2.63425374778056e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.31485703556954e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.58567929603342e-09	0	0	1.39866813501112e-09	1.38567545474075e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40001117178983e-07	0	0	0	0	0	3.80867178297251e-06	0	0	0	0	0	1.0860585905751e-08	0	1.20228645999925e-08	2.37951615185527e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0502"	0	4.08903149466299e-07	5.54824640066726e-08	0	0	0	0	0	0	0	0	0	0	3.2307563043e-07	1.73869011136727e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95016126103197e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90538863047839e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.67198099422779e-07	0	0	0	0	0	0	0	0	0	7.59260036067513e-07	0	0	2.20518368719454e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	8.25949749130773e-07	0	0	0	0	0	0	1.32258599490692e-07	0	0	0	0	0	0	0	0	0	0	0
"msp_0503"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.27594530983282e-10	0	0
"msp_0504"	3.66309628628389e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.81420098115079e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.46945550526983e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.81326573938674e-07	0	0	0	0	3.86098918202813e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.64636216062816e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0505"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.11581317168119e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.73500084818392e-09	0	0	0	0	0	0	0	0	2.50108531597446e-08	0	0	0	0	0	0	0	0	0	0	0	9.23398085658111e-09	0	0	0	0	0	0	0	0	0	0	0	0	3.85075159358478e-09	0	0	2.97030148296419e-07	0	0	0	0	0	0	0	0	0	0	0
"msp_0506"	7.21842813639527e-07	1.53752127151837e-07	1.73644031938631e-06	1.92854636641228e-06	1.47930574588085e-08	5.37670267075302e-07	9.51840455011742e-07	0	1.5776965192975e-07	5.22362069732024e-07	2.01428508657273e-07	1.58564616985964e-07	1.80300826658416e-07	4.15259273440101e-07	6.60744261405154e-07	4.82970462309605e-06	9.74376815890666e-07	8.3045913755637e-08	3.02832467311045e-08	2.0140869506303e-09	2.73575648248519e-07	7.04705983589113e-07	6.66367443354341e-07	3.79291036456591e-07	0	1.87379787129115e-09	2.232938914713e-07	2.76853453794797e-07	2.43685302102329e-09	6.3684791471936e-08	4.80297703740361e-07	1.70652697443976e-06	9.66429044546315e-07	2.47359438947684e-07	0	5.55933122683382e-07	3.83414255772641e-07	8.22493348836815e-08	1.04959610117058e-07	3.04996234763499e-06	1.47494996011277e-07	4.97829140141139e-07	1.654764051639e-07	7.530902524151e-07	3.8604996446074e-07	1.76535706880505e-07	6.81547105943647e-08	7.53442693678e-07	1.44080311199518e-07	7.49957827527532e-09	4.02120822290529e-07	1.85464637059653e-07	0	0	8.34532595650349e-07	1.1784703147018e-07	4.59704905016661e-07	5.56045881351953e-07	5.52479989345492e-08	1.94221799747825e-07	3.39155503074617e-07	1.66335327932569e-07	1.2652999212017e-07	2.0552684066214e-07	2.59886794527456e-07	0	2.94607827076968e-07	4.59328046629245e-07	5.57319247296129e-07	5.36086549255275e-07	2.12531484970809e-07	9.09471844095225e-07	2.45014491148106e-06	0	1.32642631841305e-07	7.20800736126718e-08	2.48319051648778e-06	1.79059769921924e-07	0	8.8807602061869e-07	3.66557908326746e-08	2.35692975314997e-08	1.34765179589888e-07	1.64827380962315e-07	3.43536261783467e-07	1.66770015700834e-07	1.45655941223483e-07	6.9181988351805e-08	1.26604112194319e-07	1.07116732883671e-07	9.46706105718425e-08	6.51352046110462e-08	2.52239491054834e-06	0	5.90002430000063e-09	1.23211812505265e-06	4.03843837772316e-07	6.99964406489426e-07	2.86041032886142e-06	4.38029948720281e-07	4.11215056889095e-09	5.92048186680394e-07	2.04435202622483e-06	4.11782882855587e-07	8.28573832181577e-07	2.1789750777827e-07	3.17624920294798e-07	5.08783810263703e-07	1.05122467808361e-08	4.52992706815706e-07	5.60535884830299e-07	4.32174964864549e-07	2.97319520624809e-07	2.86810922439773e-07	3.94673002228057e-07	5.32092857316061e-07	7.81265703977781e-08	1.30554097793703e-09	4.95359240815551e-07	3.07301653250168e-09	8.02757764402611e-07	3.99373911824813e-07	4.36489385939124e-06	1.4508063474667e-06	6.0500095415332e-07	2.28396754626359e-07	1.74355769078789e-06	4.90045697801113e-06
"msp_0507"	0	3.99248919404862e-09	0	0	0	2.37719421050428e-09	0	0	0	0	0	0	0	2.22438777230247e-09	3.61879784357914e-09	2.03122111174618e-07	2.32064417506748e-08	0	0	0	0	0	2.87492674112198e-06	2.97430990816918e-09	0	0	0	0	0	0	4.71382835166937e-09	0	1.7504437529096e-05	0	0	0	2.18994802473095e-07	0	0	9.36255546779168e-06	0	0	1.21988161405437e-06	0	3.58454163354264e-06	4.61326510691828e-08	0	9.41872148150743e-08	0	0	0	0	0	0	5.85982719580614e-07	1.66755198589598e-07	0	1.75132801206389e-09	3.81067177787566e-08	0	0	0	1.89467023424442e-07	0	2.80088929738891e-09	6.9923026990076e-06	0	1.79246354934084e-08	5.17611854858798e-09	0	1.44036557899999e-07	0	0	0	4.08554691076994e-09	3.23430536850287e-07	4.66488160115385e-06	0	0	4.04322529822112e-09	3.06556635753961e-09	1.49740069206774e-06	4.41774837707694e-09	0	0	2.98093040317996e-07	0	0	0	0	0	3.56337829822958e-08	0	0	0	0	0	0	0	0	0	0	0	1.66686677541813e-08	0	0	0	0	0	0	5.93766835651654e-09	0	8.49123815949958e-08	8.78507762466667e-08	0	0	2.63562083876027e-09	3.65346847040574e-07	0	0	0	0	0	0	0	0	0	0
"msp_0508"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0509"	1.61884277596671e-06	2.64769094977242e-07	2.69703415038201e-09	6.85796716027035e-07	0	3.60112030654898e-09	4.51708382310977e-09	0	0	3.73531386186902e-09	0	1.18923114236756e-07	8.08037749699374e-08	9.0609155185149e-07	4.06320150151781e-07	1.54225990027828e-06	0	3.66610703712843e-09	0	0	0	0	0	1.5708782063778e-09	1.74938830846153e-07	0	1.18684974336324e-06	5.08124310003177e-09	0	0	5.69634595243832e-09	1.01654924337305e-06	2.61099117543622e-07	1.29957248170646e-07	2.6583889403497e-07	3.04391176283033e-07	6.13306329999323e-07	0	2.44492864532137e-07	0	3.47490721219458e-08	0	1.46058564026693e-07	9.97763600259638e-08	8.49116210028848e-09	1.03712911892148e-06	6.27536385548466e-08	6.36312076727265e-07	2.00749076946649e-08	3.51242008190779e-09	0	0	0	0	1.23832620259421e-06	0	0	0	0	0	6.0892187439891e-07	0	1.14505037351825e-07	0	1.9130376408832e-07	1.91212918607331e-07	1.69493014566881e-07	0	0	2.33106057529568e-06	0	0	8.85746065317449e-07	0	0	5.61547673402235e-08	0	7.27440949150474e-08	0	0	4.23955248258464e-08	1.62468360158362e-07	8.99216415721426e-08	1.31916512469171e-07	0	0	2.80391300512135e-07	0	0	2.98562287678293e-08	3.51927848576565e-09	6.63778222316632e-08	2.06009999880415e-07	0	2.6130151228366e-09	4.85965927151368e-07	0	4.13882063533818e-07	0	4.5930161317959e-09	1.21145573598986e-09	7.21696688590698e-08	0	5.02130174326526e-07	0	0	1.0146389696877e-08	0	6.51684780181914e-09	1.46048117807741e-06	0	6.91208760683967e-08	6.5812529520072e-07	2.33389173996937e-09	0	1.5430109159096e-07	4.99655244711751e-07	0	6.85655903274519e-09	0	6.86349487544467e-07	0	2.0876853610006e-09	3.15219516932594e-07	5.20026144439847e-09	0	9.60119308387332e-07	2.41933407919228e-09
"msp_0510"	0	0	0	1.88091076730247e-07	1.66789703119287e-09	3.12712190125068e-08	6.98558434423911e-08	0	6.23146754434967e-08	6.62798670291252e-08	0	0	1.07583939768658e-08	0	2.53448266598568e-07	0	2.51207114856839e-08	3.07232600913013e-08	0	0	0	7.61751695308287e-09	4.82307129680991e-08	0	1.25809676096091e-07	0	0	2.12188670709242e-09	7.73873268324325e-07	2.55712563186789e-09	0	0	0	3.9745121572496e-08	0	0	2.478197799179e-08	0	0	0	0	4.10918877251577e-08	3.48976049085079e-09	1.02089264278602e-08	0	0	4.05186780949791e-09	3.35352869325747e-09	0	0	0	0	5.24125369830328e-07	5.62952133951151e-09	0	0	1.57697933789903e-07	0	3.34536391915614e-09	0	0	0	0	0	0	7.6907313950906e-08	0	0	0	0	0	3.29205006128282e-09	3.36604884771874e-08	1.35775667956605e-09	0	0	1.04822860125377e-07	0	1.02369751179451e-08	0	0	0	0	2.71166030833056e-09	7.29561876961848e-09	0	4.7210367565299e-08	0	0	0	0	0	7.36071493618915e-09	0	1.90370400391238e-09	4.40440286958421e-07	0	0	0	0	0	1.13903383202001e-08	4.08663590159773e-07	0	4.40218048460659e-08	0	0	0	0	0	0	0	4.96138070161902e-08	0	1.27331548579468e-07	2.22068726718591e-07	8.73852793927833e-09	0	0	1.56260447149018e-07	7.62168404863661e-09	0	0	0	0	0	0	1.96546880438063e-07
"msp_0511"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0512"	1.23690444050565e-06	0	0	2.49779255201528e-09	5.30132191019122e-06	7.56148428935281e-09	7.26517635018342e-09	0	0	5.61615593522778e-09	0	6.13234944107741e-06	0	0	0	3.97360716288416e-09	3.72192487649098e-09	0	0	3.69735628494781e-09	0	4.06937366608107e-09	0	0	0	4.27441325819416e-09	4.73202914280274e-09	3.6862336152439e-09	8.63041684221832e-09	0	4.08937608763305e-09	0	0	2.42360624461504e-09	0	1.90576805685823e-09	0	1.66147259723796e-06	6.43000312200915e-06	0	9.20601300306583e-08	0	0	8.93955704229882e-06	1.15556003418103e-07	1.48851319609842e-08	3.37272978613507e-06	5.62311647949887e-06	1.00411301948957e-08	0	8.19128035591028e-06	0	0	0	0	4.62794486202091e-09	0	0	0	1.56912278023111e-09	0	1.80066972956476e-08	4.07749306781141e-09	6.19895079420792e-05	1.50241130011947e-06	3.69894222100938e-09	0	0	0	0	2.38452137889254e-06	0	0	0	1.08317682355179e-07	0	2.12014965671363e-09	1.3797757952584e-06	4.24470346746458e-09	0	2.38131500263336e-06	1.27175179407271e-05	2.00067993164166e-08	0	0	0	0	2.3286126807972e-06	3.08160883214997e-09	0	2.53025603865058e-09	3.1376737054501e-08	0	0	0	0	3.84509112985554e-07	0	0	0	2.81936942966635e-06	7.28641290618818e-09	0	0	0	0	0	0	8.88581420895284e-09	7.51293157973561e-09	7.71637784926144e-08	0	6.91873795882523e-08	4.32626154732048e-05	1.52210969190713e-09	5.89720665787306e-09	1.62534867494043e-06	0	0	0	1.05097619068599e-05	0	0	2.23601735779486e-08	0	0	0	0
"msp_0513"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2356055220713e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.73316811730661e-07	0	0	0	0
"msp_0514"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0515"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1369884847751e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.9371774379642e-09	0	0	0	0	1.05050118195509e-09	0	0	0	0	0	4.29124708656655e-09	0	0	4.50146156181272e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7615328699878e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0516"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77119491582358e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0517"	1.36551610114455e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34519292540746e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
