# crocodeel version: 1.2.1 | rf_model: crocodeel_rf_Feb2026_2.joblib | hostname: ggautreau | username: ggautreau | datetime: 2026-05-01T12:41:25 | species_ab_table: species_abundance.tsv | filtering_ab_thr_factor: None | probability_cutoff: 0.5 | rate_cutoff: 0.0
source	target	rate	probability	contamination_specific_species
ERS475317	ERS475316	1.54e-03	1.0	msp_0025,msp_0059,msp_0079,msp_0087,msp_0173,msp_0205,msp_0271,msp_0277,msp_0322,msp_0464,msp_0512,msp_0615,msp_0858,msp_1036,msp_1204
ERS475273	ERS475302	1.50e-03	0.72	msp_0010,msp_0029,msp_0077,msp_0087,msp_0152,msp_0243,msp_0338,msp_0648,msp_1139,msp_1341
ERS475360	ERS475359	1.49e-03	0.58	msp_0017,msp_0025,msp_0058,msp_0087,msp_0149,msp_0275,msp_0288,msp_0485,msp_1284
ERS475327_ERS475328	ERS475304	1.46e-03	0.83	msp_0017,msp_0027,msp_0039,msp_0053,msp_0077,msp_0206,msp_0258,msp_0265,msp_0345,msp_0356,msp_0983
ERS475149	ERS475146_ERS475147	1.43e-03	0.67	msp_0060,msp_0206,msp_0312,msp_0345,msp_0404,msp_0457,msp_0798,msp_1043,msp_1047,msp_1849
ERS475165	ERS475316	1.41e-03	0.66	msp_0022,msp_0040,msp_0075,msp_0077,msp_0152,msp_0258,msp_0275,msp_0338,msp_0346,msp_0368c,msp_0484,msp_1799,msp_1838
ERS475267	ERS475341	1.39e-03	0.8	msp_0008,msp_0025,msp_0027,msp_0032,msp_0037,msp_0093,msp_0124,msp_0144,msp_0302,msp_0331,msp_0346,msp_0373,msp_0386,msp_0456,msp_0480,msp_0644,msp_0654,msp_0903,msp_0947,msp_1060c
ERS475125	ERS475162_ERS475163	1.37e-03	0.5	msp_0013,msp_0029,msp_0072,msp_0077,msp_0095,msp_0194,msp_0302,msp_0374,msp_0484,msp_0988,msp_1139
ERS475181	ERS475112_ERS475113	1.35e-03	1.0	msp_0084,msp_0168,msp_0179,msp_0281,msp_0339,msp_0490,msp_0538,msp_0578,msp_0586,msp_0645,msp_0685,msp_0757,msp_0818,msp_0838,msp_0985,msp_0993,msp_1373
ERS475360	ERS475355	1.35e-03	0.74	msp_0008,msp_0025,msp_0033,msp_0079,msp_0149,msp_0246,msp_0271,msp_0275,msp_0288,msp_0485,msp_1284,msp_1622
ERS475204	ERS475196	1.30e-03	0.87	msp_0039,msp_0047,msp_0053,msp_0064,msp_0074,msp_0105,msp_0199,msp_0220,msp_0293,msp_0433,msp_0485,msp_0891
ERS475245_ERS475246	ERS475295	1.26e-03	0.67	msp_0041,msp_0043,msp_0064,msp_0105,msp_0199,msp_0206,msp_0294,msp_0685,msp_0854,msp_1018,msp_1201,msp_1849
ERS475359	ERS475354	1.23e-03	0.88	msp_0039,msp_0048,msp_0077,msp_0227,msp_0250,msp_0305,msp_0374,msp_0441,msp_1934
ERS475289	ERS475257	1.22e-03	0.88	msp_0015,msp_0093,msp_0143,msp_0217,msp_0285,msp_0355,msp_0385,msp_0456,msp_0464,msp_0780,msp_0898,msp_1862
ERS475143_ERS475144	ERS475269_ERS475270	1.19e-03	0.65	msp_0025,msp_0032,msp_0039,msp_0045,msp_0144,msp_0285,msp_0596,msp_0777,msp_1660
ERS475181	ERS475324	1.19e-03	0.85	msp_0084,msp_0168,msp_0179,msp_0339,msp_0361,msp_0538,msp_0546,msp_0838,msp_0993
ERS475361	ERS475362	1.18e-03	0.5	msp_0032,msp_0045,msp_0070,msp_0271,msp_0288,msp_0342,msp_0386,msp_0408,msp_0480,msp_0576,msp_0749,msp_1942
ERS475257	ERS475289	1.16e-03	1.0	msp_0008,msp_0012,msp_0016,msp_0027,msp_0031,msp_0032,msp_0046,msp_0055,msp_0069,msp_0090,msp_0131,msp_0134,msp_0147,msp_0262,msp_0293,msp_0893,msp_1823
ERS475232	ERS475114_ERS475115	1.03e-03	0.67	msp_0016,msp_0023,msp_0027,msp_0040,msp_0134,msp_0158,msp_0196,msp_0250
ERS475204	ERS475190	1.01e-03	0.52	msp_0039,msp_0047,msp_0055,msp_0067,msp_0074,msp_0199,msp_0293,msp_0433,msp_0529
ERS475133	ERS475136	1.01e-03	0.91	msp_0008,msp_0031,msp_0040,msp_0062,msp_0067,msp_0090,msp_0134,msp_0205,msp_0338,msp_0339,msp_0386,msp_0441,msp_0917
ERS475359	ERS475318	1.00e-03	0.83	msp_0013,msp_0015,msp_0045,msp_0048,msp_0057,msp_0071,msp_0093,msp_0161,msp_0345,msp_0374,msp_0542,msp_0572
ERS475195	ERS475292_ERS475293_ERS475294	9.77e-04	0.52	msp_0008,msp_0013,msp_0016,msp_0022,msp_0027,msp_0040,msp_0087,msp_0089,msp_0161,msp_0301,msp_0345,msp_0468,msp_0484,msp_0763
ERS475179_ERS475180	ERS475297	9.45e-04	0.86	msp_0027,msp_0032,msp_0039,msp_0041,msp_0131,msp_0134,msp_0345,msp_0375,msp_0386,msp_0559,msp_0576,msp_0664,msp_0930
ERS475319	ERS475316	9.37e-04	0.64	msp_0013,msp_0015,msp_0037,msp_0039,msp_0042,msp_0045,msp_0071,msp_0325,msp_0387,msp_0893,msp_0930
ERS475251	ERS475297	9.18e-04	0.88	msp_0027,msp_0032,msp_0039,msp_0041,msp_0131,msp_0134,msp_0345,msp_0375,msp_0386,msp_0559,msp_0576,msp_0664,msp_0930
ERS475168	ERS475186	8.74e-04	0.62	msp_0016,msp_0036,msp_0039,msp_0043,msp_0158,msp_0175,msp_0345,msp_0484,msp_0709
ERS475202	ERS475191	8.72e-04	0.87	msp_0034,msp_0053,msp_0060,msp_0093,msp_0133,msp_0215,msp_0356,msp_0392,msp_0615,msp_0685,msp_0752,msp_0777,msp_0985,msp_1750
ERS475136	ERS475137	8.61e-04	0.75	msp_0016,msp_0043,msp_0074,msp_0077,msp_0087,msp_0275,msp_0433,msp_0496,msp_0542,msp_0779
ERS475179_ERS475180	ERS475296	8.52e-04	0.5	msp_0023,msp_0039,msp_0041,msp_0199,msp_0345,msp_0375,msp_0559,msp_0576
ERS475202	ERS475207	8.35e-04	1.0	msp_0033,msp_0042,msp_0053,msp_0093,msp_0133,msp_0277,msp_0285,msp_0392,msp_0498,msp_0615,msp_0685,msp_0752,msp_0845,msp_0985,msp_1253,msp_1750
ERS475349	ERS475268	8.27e-04	0.5	msp_0008,msp_0010,msp_0029,msp_0043,msp_0068,msp_0075,msp_0077,msp_0087,msp_0128,msp_0161,msp_0250
ERS475141	ERS475137	7.77e-04	0.97	msp_0039,msp_0042,msp_0206,msp_0247,msp_0271,msp_0481,msp_0594,msp_0685,msp_0763,msp_0777,msp_0872,msp_0888,msp_0903,msp_0917,msp_0930,msp_1003,msp_1043,msp_1054,msp_1313,msp_1839
ERS475202	ERS475108	7.53e-04	1.0	msp_0032,msp_0034,msp_0498,msp_0615,msp_0685,msp_0752,msp_0777,msp_0903,msp_0985,msp_1253
ERS475176	ERS475268	7.29e-04	0.54	msp_0010,msp_0029,msp_0035,msp_0071,msp_0093,msp_0227,msp_0285,msp_0763
ERS475176	ERS475318	7.11e-04	0.79	msp_0010,msp_0021,msp_0029,msp_0071,msp_0093,msp_0227,msp_0301,msp_0389,msp_0477
ERS475202	ERS475107	7.02e-04	1.0	msp_0042,msp_0087,msp_0133,msp_0196,msp_0215,msp_0277,msp_0285,msp_0498,msp_0615,msp_0685,msp_0752,msp_0777,msp_0845,msp_0985,msp_1253
ERS475202	ERS475106	6.66e-04	0.79	msp_0093,msp_0133,msp_0215,msp_0356,msp_0615,msp_0685,msp_0752,msp_0845
ERS475183	ERS475281_ERS475282_ERS475283	6.53e-04	0.88	msp_0091,msp_0092,msp_0345,msp_0493,msp_0615,msp_0668,msp_0821,msp_0845,msp_0872
ERS475376	ERS475257	6.22e-04	0.7	msp_0039,msp_0040,msp_0048,msp_0161,msp_0227,msp_0260,msp_0271,msp_0275,msp_0290,msp_0578,msp_0681
ERS475257	ERS475306	6.12e-04	1.0	msp_0008,msp_0012,msp_0016,msp_0026,msp_0031,msp_0032,msp_0037,msp_0045,msp_0055,msp_0087,msp_0110,msp_0131,msp_0134,msp_0147,msp_0262,msp_0293,msp_0331,msp_0580,msp_0893,msp_1823
ERS475245_ERS475246	ERS475376	5.60e-04	0.98	msp_0043,msp_0064,msp_0074,msp_0105,msp_0139,msp_0168,msp_0199,msp_0206,msp_0294,msp_0521,msp_0555,msp_0636,msp_0685,msp_0777,msp_0804,msp_1018,msp_1066,msp_1201,msp_1849
ERS475141	ERS475133	5.50e-04	0.92	msp_0206,msp_0271,msp_0481,msp_0594,msp_0628,msp_0872,msp_0888,msp_0947,msp_1003,msp_1043,msp_1054,msp_1313
ERS475289	ERS475306	4.96e-04	1.0	msp_0010,msp_0013,msp_0015,msp_0076,msp_0143,msp_0158,msp_0217,msp_0285,msp_0288,msp_0338,msp_0456,msp_0551,msp_0898,msp_1862
ERS475141	ERS475136	4.48e-04	0.77	msp_0481,msp_0594,msp_0777,msp_0888,msp_1054,msp_1313
ERS475387_ERS475388	ERS475353	4.44e-04	0.82	msp_0012,msp_0013,msp_0027,msp_0045,msp_0068,msp_0087,msp_0202,msp_0331,msp_0374,msp_0572,msp_0649,msp_0818
ERS475118_ERS475119	ERS475179_ERS475180	3.68e-04	0.66	msp_0005,msp_0025,msp_0144,msp_0205,msp_0322,msp_0343,msp_0367,msp_0777
ERS475132	ERS475353	2.96e-04	0.53	msp_0029,msp_0040,msp_0072,msp_0131,msp_0227,msp_0374,msp_0763,msp_0893
ERS475159_ERS475160	ERS475353	2.70e-04	0.81	msp_0003,msp_0008,msp_0033,msp_0036,msp_0302,msp_0779,msp_0818,msp_1201
ERS475383	ERS475353	2.63e-04	0.6	msp_0022,msp_0055,msp_0084,msp_0091,msp_0224,msp_0251,msp_0339,msp_0441,msp_0538,msp_0746,msp_0765,msp_0841
ERS475118_ERS475119	ERS475353	2.31e-04	0.99	msp_0025,msp_0144,msp_0322,msp_0343,msp_0383,msp_0612,msp_0763
ERS475245_ERS475246	ERS475351	1.21e-04	0.89	msp_0064,msp_0199,msp_0206,msp_0294,msp_0685,msp_0854,msp_1018,msp_1201,msp_1849
